Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Score_class
Disgaea 2: Cursed Memories,7,2006,7,Tecmo Koei,0.09,0.07,0.15,0.02,0.33,84.0,54.0,6.4,42.0,Nippon Ichi Software,6,High
Clock Tower 3,7,2002,1,Capcom,0.1,0.08,0.12,0.03,0.33,69.0,28.0,7.6,38.0,SunSoft,4,Average
Etrian Odyssey,2,2007,7,Nintendo,0.19,0.02,0.09,0.02,0.33,75.0,30.0,8.5,37.0,"Lancarse, Atlus",6,Average
Call Of Duty 2: Big Red One,4,2005,8,Activision,0.25,0.07,0.0,0.01,0.33,76.0,28.0,7.9,14.0,Treyarch,6,Average
Dragon Ball Z: Extreme Butoden,0,2015,2,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33,61.0,32.0,6.6,32.0,Arc System Works,6,Low
Disgaea: Hour of Darkness,7,2003,7,Tecmo Koei,0.16,0.13,0.0,0.04,0.33,84.0,42.0,8.9,74.0,Nippon Ichi Software,6,High
NeoGeo Battle Coliseum,7,2005,2,Ignition Entertainment,0.16,0.13,0.0,0.04,0.33,66.0,21.0,8.8,6.0,SNK Playmore,6,Low
Resonance of Fate,14,2010,7,Sega,0.12,0.13,0.06,0.03,0.33,74.0,43.0,7.7,96.0,Tri-Ace,6,Average
Harry Potter and the Deathly Hallows - Part 2,12,2011,0,Electronic Arts,0.17,0.13,0.0,0.03,0.33,47.0,6.0,6.6,5.0,EA Bright Light,6,Low
SpongeBob SquarePants: Creature from the Krusty Krab,4,2006,4,THQ,0.25,0.07,0.0,0.01,0.33,74.0,5.0,7.7,12.0,Blitz Games,1,Average
MLB 08: The Show,10,2008,10,Sony Computer Entertainment,0.3,0.0,0.0,0.02,0.33,83.0,14.0,8.4,12.0,SCEA San Diego Studios,1,High
Spy Kids 3-D: Game Over,3,2003,4,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.33,62.0,4.0,7.7,6.0,Digital Eclipse,1,Low
Power Rangers: Ninja Storm,3,2003,3,THQ,0.24,0.09,0.0,0.01,0.33,55.0,4.0,7.8,6.0,Natsume,1,Low
Medal of Honor: Warfighter,5,2012,0,Electronic Arts,0.14,0.15,0.0,0.04,0.33,55.0,30.0,5.4,599.0,Danger Close,4,Low
MVP Baseball 2005,4,2005,10,Electronic Arts,0.25,0.07,0.0,0.01,0.33,88.0,20.0,8.7,16.0,EA Sports,1,High
SSX Blur,12,2007,10,Electronic Arts,0.29,0.01,0.0,0.03,0.33,74.0,52.0,8.1,60.0,EA Montreal,1,Average
Danganronpa: Trigger Happy Havoc,11,2013,3,Nippon Ichi Software,0.09,0.05,0.15,0.04,0.33,80.0,55.0,8.1,235.0,Spike Chunsoft,4,High
Harry Potter and the Half-Blood Prince,8,2009,0,Electronic Arts,0.15,0.12,0.0,0.05,0.33,66.0,35.0,7.1,17.0,EA Bright Light,2,Low
Teen Titans,4,2006,0,THQ,0.25,0.07,0.0,0.01,0.33,63.0,11.0,6.9,11.0,Artificial Mind and Movement,2,Low
MX vs. ATV Untamed,12,2008,6,THQ,0.28,0.02,0.0,0.02,0.33,70.0,7.0,8.3,9.0,Rainbow Studios,1,Average
Binary Domain,8,2012,0,Sega,0.09,0.07,0.14,0.03,0.33,72.0,33.0,8.2,179.0,Sega,4,Average
DECA Sports Freedom,14,2010,10,Hudson Soft,0.27,0.04,0.0,0.02,0.33,26.0,16.0,3.7,9.0,AI,2,Low
Major League Baseball 2K6,15,2006,10,Take-Two Interactive,0.24,0.07,0.0,0.01,0.33,71.0,21.0,5.7,12.0,Kush Games,1,Average
Golden Axe: Beast Rider,14,2008,0,Sega,0.19,0.11,0.0,0.03,0.33,45.0,33.0,5.8,33.0,Secret Level,4,Low
EA Playground,2,2007,10,Electronic Arts,0.29,0.01,0.0,0.03,0.33,60.0,8.0,7.6,13.0,Piranha Games,1,Low
The Witcher: Enhanced Edition,5,2008,7,Atari,0.32,0.01,0.0,0.0,0.32,86.0,30.0,8.5,1660.0,CD Projekt Red Studio,4,High
Mystery Case Files: The Malgrave Incident,12,2011,1,Nintendo,0.17,0.13,0.0,0.03,0.32,65.0,26.0,8.2,5.0,Sanzaru Games,1,Low
Iron Man 2,12,2010,0,Sega,0.15,0.15,0.0,0.03,0.32,41.0,11.0,4.6,12.0,High Voltage Software,6,Low
SWAT: Global Strike Team,7,2003,8,Vivendi Games,0.16,0.12,0.0,0.04,0.32,69.0,21.0,7.8,16.0,Argonaut Games,4,Average
Battlestations: Pacific,14,2009,11,Eidos Interactive,0.17,0.11,0.01,0.03,0.32,76.0,48.0,7.4,41.0,Eidos Interactive,6,Average
Elebits,12,2006,0,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.32,75.0,46.0,7.4,33.0,Konami,1,Average
Def Jam Rapstar,8,2010,3,Konami Digital Entertainment,0.25,0.04,0.0,0.03,0.32,75.0,25.0,6.3,4.0,"Terminal Reality, 4mm Games",6,Average
Hatsune Miku: Project Mirai DX,0,2015,3,Sega,0.16,0.04,0.1,0.02,0.32,80.0,32.0,8.5,71.0,Sega,2,High
Just Dance 2016,16,2015,3,Ubisoft,0.25,0.04,0.0,0.03,0.32,66.0,10.0,6.1,18.0,Ubisoft,2,Low
Golden Axe: Beast Rider,8,2008,0,Sega,0.13,0.14,0.0,0.06,0.32,44.0,30.0,5.6,23.0,Secret Level,4,Low
Dead Space 2,5,2011,8,Electronic Arts,0.13,0.15,0.0,0.04,0.32,87.0,28.0,8.3,974.0,Visceral Games,4,High
Kinetica,7,2001,6,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,77.0,21.0,8.3,21.0,SCE Santa Monica,6,Average
The Black Eyed Peas Experience,14,2011,3,Ubisoft,0.2,0.1,0.0,0.03,0.32,66.0,17.0,5.8,8.0,iNiS,6,Low
NBA Street V3,15,2005,10,Electronic Arts,0.28,0.03,0.0,0.01,0.32,89.0,41.0,8.9,10.0,EA Canada,1,High
Marvel: Ultimate Alliance 2,12,2009,7,Activision,0.25,0.05,0.0,0.03,0.32,50.0,8.0,5.2,16.0,n-Space,6,Low
Remember Me,8,2013,0,Capcom,0.1,0.17,0.0,0.06,0.32,72.0,37.0,7.4,424.0,DONTNOD Entertainment,4,Average
Silent Hill: Downpour,14,2012,0,Konami Digital Entertainment,0.22,0.08,0.0,0.02,0.32,68.0,38.0,7.3,269.0,Konami,4,Average
Dead Rising 2: Off the Record,8,2011,0,Capcom,0.11,0.08,0.1,0.03,0.32,72.0,31.0,7.1,35.0,Capcom Vancouver,4,Average
Dragon Ball: XenoVerse,16,2015,2,Namco Bandai Games,0.18,0.11,0.0,0.03,0.32,67.0,18.0,7.2,128.0,Dimps Corporation,6,Average
Eternal Sonata,14,2007,7,Atari,0.19,0.04,0.08,0.02,0.32,79.0,56.0,7.9,97.0,Tri-Crescendo,6,High
Harvest Moon: Back to Nature,6,1999,9,Ubisoft,0.11,0.07,0.12,0.02,0.32,82.0,6.0,9.3,78.0,Victor Interactive Software,1,High
Dead or Alive 5,14,2012,2,Ubisoft Annecy,0.19,0.08,0.03,0.03,0.32,76.0,39.0,7.9,95.0,Team Ninja,4,Average
Overlord II,14,2009,0,Codemasters,0.15,0.14,0.0,0.03,0.32,75.0,60.0,7.2,46.0,Triumph Studios,6,Average
Dance Dance Revolution Universe,14,2007,9,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.32,74.0,26.0,8.8,5.0,Konami,2,Average
Batman: Arkham Asylum,5,2009,0,Eidos Interactive,0.0,0.28,0.0,0.05,0.32,91.0,29.0,8.7,1736.0,Rocksteady Studios,6,High
"Warhammer 40,000: Squad Command",10,2007,11,THQ,0.11,0.13,0.0,0.08,0.32,67.0,25.0,7.6,26.0,RedLynx,6,Average
Darkwatch,7,2005,8,Ubisoft,0.16,0.12,0.0,0.04,0.32,74.0,37.0,8.4,42.0,High Moon Studios,4,Average
Tony Hawk's American Wasteland,14,2005,10,Activision,0.28,0.01,0.0,0.03,0.32,75.0,43.0,7.2,21.0,Neversoft Entertainment,6,Average
Beautiful Katamari,14,2007,5,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,73.0,52.0,7.0,40.0,Now Production,1,Average
Prince of Persia: The Sands of Time,4,2003,0,Ubisoft,0.25,0.06,0.0,0.01,0.32,92.0,33.0,8.4,41.0,Ubisoft,6,High
Harry Potter and the Deathly Hallows - Part 2,8,2011,0,Electronic Arts,0.14,0.13,0.0,0.05,0.32,43.0,21.0,5.7,27.0,EA Bright Light,6,Low
Sky Odyssey,7,2000,9,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,79.0,18.0,8.4,9.0,CAProduction,1,High
World of Warcraft: Legion,5,2016,7,Activision,0.13,0.16,0.0,0.03,0.32,88.0,62.0,7.5,535.0,Blizzard Entertainment,6,High
Hatsune Miku: Project Diva F 2nd,11,2014,3,Sega,0.08,0.05,0.16,0.04,0.32,81.0,8.0,8.4,69.0,Sega,6,High
Bleach: Shattered Blade,12,2006,2,Sega,0.21,0.01,0.08,0.02,0.32,58.0,30.0,7.5,24.0,Polygon Magic,6,Low
FIFA Street 3,8,2008,10,Electronic Arts,0.08,0.18,0.0,0.06,0.32,63.0,37.0,6.9,19.0,EA Canada,1,Low
FIFA 2001 Major League Soccer,6,2000,10,Electronic Arts,0.18,0.12,0.0,0.02,0.32,85.0,10.0,7.8,5.0,EA Sports,1,High
Operation Flashpoint: Red River,8,2011,8,Codemasters,0.06,0.14,0.07,0.05,0.32,67.0,36.0,6.3,18.0,Codemasters,4,Average
DiRT 2,10,2009,6,Sony Computer Entertainment,0.09,0.15,0.0,0.08,0.32,55.0,13.0,5.7,10.0,Codemasters,2,Low
Frogger's Adventures: The Rescue,7,2003,4,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,59.0,12.0,8.5,6.0,Konami,1,Low
Silent Hill HD Collection,8,2012,0,Konami Digital Entertainment,0.15,0.1,0.03,0.04,0.32,70.0,33.0,4.8,136.0,Hijinx Studios,4,Average
Karaoke Revolution Volume 3,7,2004,3,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,82.0,25.0,7.8,10.0,Harmonix Music Systems,1,High
Army of Two: The 40th Day,10,2010,8,Electronic Arts,0.12,0.13,0.0,0.08,0.32,49.0,11.0,6.0,32.0,"Buzz Monkey, EA Montreal",4,Low
Persona 4: Dancing All Night,11,2015,3,Nippon Ichi Software,0.09,0.04,0.15,0.04,0.32,76.0,51.0,8.6,83.0,"Atlus, Dingo Inc.",6,Average
Ultimate Fighting Championship: Throwdown,7,2002,2,Ubisoft,0.16,0.12,0.0,0.04,0.32,68.0,19.0,8.0,8.0,Opus,6,Average
Disney's Extreme Skate Adventure,7,2003,10,Activision,0.16,0.12,0.0,0.04,0.32,78.0,15.0,8.3,12.0,Toys for Bob,1,Average
Prey,14,2006,8,Take-Two Interactive,0.27,0.03,0.0,0.03,0.32,79.0,80.0,7.3,117.0,Venom Games,4,High
Shaun White Snowboarding,10,2008,10,Ubisoft,0.26,0.03,0.0,0.03,0.32,70.0,5.0,7.5,4.0,Ubisoft,2,Average
Folklore,8,2007,7,Sony Computer Entertainment,0.2,0.04,0.05,0.03,0.32,75.0,55.0,8.2,145.0,"Game Republic, JapanStudio",6,Average
Murdered: Soul Suspect,9,2014,0,Square Enix,0.09,0.16,0.02,0.05,0.32,59.0,60.0,6.9,310.0,Airtight Games,4,Low
The Darkness II,8,2012,8,Take-Two Interactive,0.14,0.13,0.0,0.05,0.32,79.0,28.0,7.6,127.0,Digital Extremes,4,High
NBA 2K3,15,2002,10,Sega,0.24,0.07,0.0,0.01,0.32,87.0,15.0,7.9,9.0,Visual Concepts,1,High
NFL Fever 2004,15,2003,10,Microsoft Game Studios,0.24,0.07,0.0,0.01,0.32,74.0,29.0,8.8,16.0,Microsoft Game Studios,1,Average
FIFA Street 3,14,2008,10,Electronic Arts,0.14,0.14,0.0,0.03,0.32,63.0,48.0,6.9,18.0,EA Canada,1,Low
Test Drive Unlimited,14,2006,6,Atari,0.23,0.04,0.02,0.02,0.32,82.0,69.0,8.0,86.0,Eden Studios,2,High
Marvel Nemesis: Rise of the Imperfects,10,2005,2,Electronic Arts,0.29,0.0,0.0,0.02,0.32,58.0,15.0,8.7,30.0,EA Canada,6,Low
Kingdom Under Fire: The Crusaders,15,2004,11,Deep Silver,0.24,0.07,0.0,0.01,0.32,81.0,50.0,7.9,31.0,Phantagram,4,High
Clive Barker's Jericho,14,2007,8,Codemasters,0.28,0.01,0.0,0.02,0.32,63.0,46.0,7.4,70.0,"Mercury Steam, Alchemic Productions",4,Low
Romance of the Three Kingdoms VII,7,2000,11,Tecmo Koei,0.08,0.06,0.16,0.02,0.32,72.0,10.0,8.7,11.0,Koei,1,Average
Fable III,5,2011,7,Microsoft Game Studios,0.1,0.17,0.0,0.05,0.32,75.0,39.0,5.4,555.0,Lionhead Studios,4,Average
"Monsters, Inc.",7,2002,1,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.32,52.0,15.0,7.2,10.0,Artificial Mind and Movement,1,Low
DJ Hero,7,2009,3,Activision,0.1,0.02,0.0,0.2,0.32,87.0,4.0,6.4,5.0,FreeStyleGames,6,High
Lord of Arcana,10,2010,7,Square Enix,0.07,0.04,0.17,0.03,0.32,53.0,45.0,5.5,21.0,Access Games,4,Low
Phineas and Ferb: Across the 2nd Dimension,8,2011,0,Disney Interactive Studios,0.15,0.11,0.0,0.05,0.32,63.0,13.0,6.6,9.0,High Impact Games,2,Low
Tekken 6,10,2009,2,Namco Bandai Games,0.15,0.03,0.1,0.03,0.32,82.0,39.0,8.2,68.0,"Namco Bandai Games America, Namco Bandai Games",6,High
Dynasty Warriors 4 Empires,7,2004,0,Tecmo Koei,0.0,0.0,0.32,0.0,0.32,71.0,29.0,8.8,19.0,Omega Force,6,Average
Shenmue II,15,2002,1,Microsoft Game Studios,0.22,0.08,0.0,0.01,0.32,80.0,31.0,9.3,96.0,Sega AM2,6,High
Crash of the Titans,14,2007,0,Vivendi Games,0.27,0.02,0.0,0.02,0.32,65.0,25.0,6.3,39.0,Radical Entertainment,2,Low
Rugby World Cup 2011,8,2011,10,505 Games,0.0,0.24,0.0,0.07,0.32,50.0,12.0,5.6,7.0,HB Studios Multimedia,1,Low
F1 Race Stars,8,2012,6,Codemasters,0.06,0.19,0.0,0.06,0.32,61.0,27.0,5.6,34.0,Codemasters,1,Low
Overlord II,8,2009,0,Codemasters,0.11,0.15,0.0,0.06,0.32,72.0,42.0,7.6,24.0,Triumph Studios,6,Average
BlazBlue: Continuum Shift,14,2010,2,PQube,0.23,0.04,0.02,0.02,0.31,85.0,32.0,8.7,26.0,Arc System Works,6,High
MLB 07: The Show,8,2007,10,Sony Computer Entertainment,0.29,0.0,0.0,0.02,0.31,77.0,30.0,7.5,17.0,SCEA San Diego Studios,1,Average
Crash Nitro Kart,15,2003,6,Vivendi Games,0.24,0.07,0.0,0.01,0.31,70.0,14.0,8.9,16.0,Vicarious Visions,1,Average
Etrian Odyssey III: The Drowned City,2,2010,7,Atlus,0.12,0.0,0.19,0.01,0.31,77.0,23.0,8.0,21.0,Atlus,2,Average
Batman: Arkham Origins,5,2013,0,Warner Bros. Interactive Entertainment,0.13,0.16,0.0,0.02,0.31,74.0,17.0,7.5,1170.0,Iron Galaxy Studios,6,Average
Harry Potter and the Half-Blood Prince,14,2009,0,Electronic Arts,0.17,0.11,0.0,0.03,0.31,64.0,38.0,6.8,11.0,EA Bright Light,2,Low
Fishing Master,12,2007,3,Konami Digital Entertainment,0.29,0.0,0.0,0.02,0.31,58.0,9.0,8.1,9.0,Hudson Soft,1,Low
Madden NFL 2004,3,2003,10,Electronic Arts,0.22,0.08,0.0,0.01,0.31,70.0,9.0,6.6,5.0,BudCat,1,Average
NBA Inside Drive 2003,15,2002,10,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.31,72.0,21.0,7.8,12.0,High Voltage Software,1,Average
FIFA Street,7,2005,10,Electronic Arts,0.15,0.12,0.0,0.04,0.31,59.0,29.0,7.9,52.0,EA Canada,1,Low
Monster Lab,12,2008,7,Eidos Interactive,0.27,0.02,0.0,0.02,0.31,73.0,11.0,8.4,14.0,Backbone Entertainment,2,Average
Fate/Extra,10,2010,7,Marvelous Interactive,0.18,0.01,0.1,0.03,0.31,58.0,10.0,8.1,39.0,"Image Epoch, Imageepoch",6,Low
Drakengard 3,8,2013,7,Square Enix,0.1,0.0,0.19,0.02,0.31,61.0,33.0,7.7,237.0,Access Games,4,Low
Catherine,14,2011,1,Deep Silver,0.2,0.06,0.03,0.02,0.31,82.0,39.0,7.9,153.0,Atlus,4,High
The Matrix: Path of Neo,15,2005,0,Atari,0.23,0.07,0.0,0.01,0.31,73.0,39.0,7.3,20.0,Shiny Entertainment,6,Average
Bust-A-Move Universe,0,2011,5,Square Enix,0.08,0.15,0.06,0.03,0.31,49.0,30.0,4.8,13.0,Arika,1,Low
Mortal Kombat: Shaolin Monks,15,2005,0,Midway Games,0.23,0.07,0.0,0.01,0.31,78.0,37.0,6.6,19.0,Midway Studios - Los Angeles,4,Average
Batman: Arkham Origins,13,2013,0,Warner Bros. Interactive Entertainment,0.19,0.09,0.0,0.03,0.31,68.0,5.0,7.4,127.0,Human Head Studios,6,Average
Shin Megami Tensei: Devil Survivor 2,2,2011,7,Ghostlight,0.16,0.01,0.12,0.01,0.31,79.0,21.0,8.8,45.0,Atlus,6,High
Sonic Boom: Rise of Lyric,13,2014,0,Sega,0.19,0.09,0.0,0.03,0.31,32.0,28.0,3.6,587.0,Big Red Button Entertainment,2,Low
The Settlers 7: Paths to a Kingdom,5,2010,11,Ubisoft,0.0,0.27,0.0,0.05,0.31,79.0,33.0,5.2,213.0,Blue Byte,2,High
WipEout Pulse,10,2007,6,Sony Computer Entertainment,0.13,0.12,0.0,0.06,0.31,82.0,40.0,8.6,31.0,Studio Liverpool,2,High
The Legend of Spyro: Dawn of the Dragon,14,2008,4,Vivendi Games,0.16,0.12,0.0,0.03,0.31,62.0,35.0,7.2,26.0,Etranges Libellules,2,Low
Fuel,14,2009,6,Codemasters,0.09,0.18,0.0,0.04,0.31,66.0,45.0,7.0,45.0,Asobo Studio,1,Low
Tropico 5,9,2015,9,Kalypso Media,0.06,0.16,0.06,0.04,0.31,76.0,17.0,7.1,110.0,Haemimont,6,Average
KISS Pinball,6,2001,0,Take-Two Interactive,0.17,0.12,0.0,0.02,0.31,26.0,7.0,3.8,8.0,Wildfire Studios,6,Low
Brothers In Arms: Earned in Blood,15,2005,8,Ubisoft,0.23,0.07,0.0,0.01,0.31,85.0,41.0,8.6,25.0,Gearbox Software,4,High
LEGO Legends of Chima: Laval's Journey,0,2013,1,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03,0.31,65.0,5.0,3.6,7.0,TT Games,2,Low
Skylanders: SuperChargers,9,2015,0,Activision,0.17,0.08,0.0,0.05,0.31,81.0,51.0,3.3,29.0,Vicarious Visions,2,High
Dark Void,14,2010,0,Capcom,0.19,0.09,0.0,0.03,0.31,59.0,69.0,6.0,61.0,Airtight Games,6,Low
Manhunt 2,10,2007,0,Take-Two Interactive,0.04,0.17,0.0,0.09,0.31,69.0,15.0,8.1,38.0,Rockstar London,4,Average
Mega Man Maverick Hunter X,10,2005,4,Capcom,0.27,0.01,0.0,0.03,0.31,79.0,34.0,8.3,44.0,Capcom,2,High
Clash of the Titans,8,2010,0,Namco Bandai Games,0.09,0.15,0.01,0.05,0.31,41.0,28.0,1.7,17.0,Game Republic,6,Low
Mega Man Battle Network 2,3,2002,0,Ubisoft,0.22,0.08,0.0,0.01,0.31,81.0,15.0,9.0,21.0,Capcom,1,High
Major League Baseball 2K8,8,2008,10,Bethesda Softworks,0.28,0.0,0.0,0.03,0.31,67.0,23.0,5.6,8.0,Kush Games,1,Average
Pandora's Tower,12,2011,7,Nintendo,0.11,0.1,0.08,0.02,0.31,73.0,48.0,8.0,99.0,Ganbarion,6,Average
SimAnimals,12,2009,9,Electronic Arts,0.14,0.13,0.0,0.03,0.31,58.0,13.0,2.1,35.0,Electronic Arts,1,Low
Tiger Woods PGA Tour 06,14,2005,10,Electronic Arts,0.28,0.0,0.0,0.02,0.31,71.0,36.0,7.4,8.0,EA Sports,1,Average
Jonah Lomu Rugby Challenge,14,2011,10,Home Entertainment Suppliers,0.09,0.19,0.0,0.03,0.31,73.0,14.0,6.0,8.0,Sidhe Interactive,1,Average
Midway Arcade Treasures 2,15,2004,3,Midway Games,0.24,0.05,0.0,0.01,0.31,74.0,38.0,7.4,7.0,Backbone Entertainment,4,Average
NASCAR Thunder 2003,4,2002,6,Electronic Arts,0.24,0.06,0.0,0.01,0.31,85.0,12.0,6.6,5.0,EA Sports,1,High
Mega Man Zero Collection,2,2010,4,Capcom,0.17,0.01,0.11,0.02,0.31,78.0,15.0,8.9,39.0,"Inti, Inti Creates",1,Average
Pro Evolution Soccer 2013,14,2012,10,Konami Digital Entertainment,0.08,0.2,0.0,0.03,0.31,82.0,33.0,6.9,77.0,Konami,1,High
Star Wars Racer Revenge,7,2002,6,LucasArts,0.15,0.12,0.0,0.04,0.31,73.0,34.0,8.5,11.0,Rainbow Studios,1,Average
NCAA Final Four 2002,7,2001,10,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,52.0,14.0,6.5,8.0,989 Sports,1,Low
Blade II,7,2002,0,Activision,0.15,0.12,0.0,0.04,0.31,49.0,21.0,6.1,14.0,Mucky Foot Productions,4,Low
TRON: Evolution,14,2010,0,Disney Interactive Studios,0.24,0.05,0.0,0.02,0.31,58.0,51.0,6.0,41.0,Propaganda Games,6,Low
Bruce Lee: Quest of the Dragon,15,2002,2,Universal Interactive,0.23,0.07,0.0,0.01,0.31,32.0,24.0,2.4,10.0,Ronin Entertainment,6,Low
Disney's The Emperor's New Groove,6,2000,4,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31,66.0,8.0,7.2,6.0,Disney Interactive,1,Low
Dragon Ball Z: Battle of Z,8,2014,2,Namco Bandai Games,0.1,0.1,0.06,0.04,0.31,54.0,32.0,5.3,103.0,Artdink,6,Low
Disney's Stitch: Experiment 626,7,2002,0,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,59.0,17.0,7.8,4.0,High Voltage Software,1,Low
Orphen: Scion of Sorcery,7,2000,7,Activision,0.15,0.12,0.0,0.04,0.31,54.0,15.0,5.8,8.0,Shade,6,Low
NBA Live 08,10,2007,10,Electronic Arts,0.28,0.0,0.0,0.02,0.31,73.0,11.0,6.2,5.0,EA Canada,1,Average
Star Wars Episode III: Revenge of the Sith,2,2005,0,Ubisoft,0.25,0.03,0.0,0.02,0.3,73.0,22.0,7.8,19.0,Ubisoft,2,Average
Ultimate Spider-Man,3,2005,0,Activision,0.22,0.08,0.0,0.01,0.3,62.0,4.0,7.3,12.0,Vicarious Visions,2,Low
Midtown Madness 3,15,2003,6,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.3,76.0,41.0,8.3,30.0,Digital Illusions,1,Average
Shrek Swamp Kart Speedway,3,2002,6,TDK Mediactive,0.22,0.08,0.0,0.01,0.3,27.0,5.0,8.9,19.0,Prolific,1,Low
Contra 4,2,2007,8,Konami Digital Entertainment,0.28,0.0,0.01,0.02,0.3,83.0,38.0,8.4,45.0,WayForward,6,High
Spyro: Attack of the Rhynocs,3,2003,4,Universal Interactive,0.22,0.08,0.0,0.01,0.3,72.0,13.0,7.5,15.0,Digital Eclipse,1,Average
Monsters vs. Aliens,8,2009,0,Activision,0.21,0.05,0.0,0.04,0.3,66.0,18.0,4.5,4.0,Beenox,2,Low
NASCAR 2011: The Game,14,2011,6,Activision,0.29,0.0,0.0,0.02,0.3,62.0,24.0,4.1,14.0,Eutechnyx,1,Low
BlazBlue: Chrono Phantasma,8,2013,2,Arc System Works,0.14,0.0,0.14,0.03,0.3,83.0,16.0,8.3,64.0,Arc System Works,6,High
Kingdoms of Amalur: Reckoning,5,2012,7,Electronic Arts,0.14,0.13,0.0,0.03,0.3,81.0,25.0,6.6,1097.0,Big Huge Games,4,High
Mario Party: Star Rush,0,2016,3,Nintendo,0.08,0.13,0.08,0.02,0.3,68.0,37.0,6.8,16.0,"Nintendo, Nd Cube",1,Average
Burnout,4,2002,6,Acclaim Entertainment,0.23,0.06,0.0,0.01,0.3,78.0,18.0,7.9,18.0,Criterion Games,1,Average
Chaos Legion,7,2003,0,Capcom,0.15,0.12,0.0,0.04,0.3,65.0,34.0,8.2,58.0,Capcom,6,Low
Charlie and the Chocolate Factory,3,2005,1,Global Star,0.22,0.08,0.0,0.01,0.3,36.0,5.0,3.8,6.0,"High Voltage Software, Backbone Entertainment",1,Low
Neopets: The Darkest Faerie,7,2005,1,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,61.0,18.0,8.5,30.0,Idol Minds,2,Low
Naruto Shippuden: Ultimate Ninja Storm 4,16,2016,2,Namco Bandai Games,0.21,0.07,0.0,0.03,0.3,81.0,11.0,8.5,51.0,CyberConnect2,6,High
Batman: Arkham VR,9,2016,0,Warner Bros. Interactive Entertainment,0.25,0.0,0.0,0.06,0.3,75.0,59.0,7.3,89.0,Rocksteady Studios,4,Average
24: The Game,7,2006,1,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,62.0,53.0,8.2,40.0,SCE Studio Cambridge,4,Low
The King of Fighters XIII,8,2011,2,Rising Star Games,0.17,0.06,0.04,0.03,0.3,77.0,26.0,8.2,76.0,SNK Playmore,6,Average
Tom Clancy's Splinter Cell 3D,0,2011,0,Ubisoft,0.14,0.07,0.07,0.02,0.3,53.0,32.0,5.5,26.0,Ubisoft,6,Low
Magna Carta 2,14,2009,7,Banpresto,0.13,0.07,0.07,0.02,0.3,69.0,49.0,7.0,57.0,"Banpresto, SoftMax",6,Average
Romance of the Three Kingdoms VIII,7,2002,11,Tecmo Koei,0.05,0.04,0.19,0.01,0.3,77.0,14.0,8.9,17.0,Koei,1,Average
F1 2013,14,2013,6,Codemasters,0.01,0.27,0.0,0.02,0.3,79.0,29.0,6.6,33.0,Codemasters,1,High
Crazy Taxi: Catch a Ride,3,2003,6,THQ,0.21,0.08,0.0,0.01,0.3,48.0,14.0,5.9,8.0,Graphic State,1,Low
Final Fantasy XI: Wings of the Goddess,14,2007,7,Square Enix,0.26,0.0,0.02,0.02,0.3,63.0,4.0,5.8,5.0,Square Enix,6,Low
PowerUp Heroes,14,2011,2,Ubisoft,0.18,0.09,0.0,0.03,0.3,61.0,13.0,7.5,10.0,Ubisoft,2,Low
Rayman 2: Revolution,7,2000,4,Ubisoft,0.15,0.11,0.0,0.04,0.3,90.0,16.0,8.2,42.0,Ubisoft,1,High
Madden NFL 13,11,2012,10,Electronic Arts,0.28,0.0,0.0,0.02,0.3,63.0,6.0,7.3,38.0,EA Tiburon,1,Low
Army Men: Air Attack 2,6,2000,0,3DO,0.17,0.11,0.0,0.02,0.3,74.0,8.0,5.3,4.0,3DO,6,Average
Stranglehold,8,2007,8,Midway Games,0.24,0.02,0.0,0.03,0.3,77.0,22.0,7.9,48.0,Midway,4,Average
Pride FC: Fighting Championships,7,2003,2,THQ,0.15,0.11,0.0,0.04,0.3,73.0,19.0,8.6,7.0,Anchor,4,Average
Eternal Ring,7,2000,7,Ubisoft,0.1,0.07,0.1,0.03,0.3,62.0,13.0,5.3,9.0,From Software,6,Low
Resident Evil Archives: Resident Evil,12,2008,0,Capcom,0.16,0.04,0.08,0.02,0.3,76.0,11.0,8.9,41.0,Capcom,4,Average
